id,Project Name,Number of dependencies with vulnerabilities (Before),Number of dependencies with vulnerabilities (After),Number of vulnerabilities (Before),Number of vulnerabilities (After),Low vulnerabilities (Before),Low vulnerabilities (After),Medium vulnerabilities (Before),Medium vulnerabilities (After),High vulnerabilities (Before),High vulnerabilities (After),Critical vulnerabilities (Before),Critical vulnerabilities (After),Build Tool,Tests,Project Type,Execution Time (s),Artifacts,Improved,javaVersion,countMajor,countMinor,countPatch,countPrerelease,countBuildmetadata
164,InfluxCommunity_influxdb3-java,4,4,10,10,2,2,5,5,3,3,0,0,maven,False,open source,365,a12fa649a8f9252616ca07c4b2a8b7aafce5f1de,no improvement,11,0,0,0,0,0
167,messenger4j_messenger4j,2,0,10,0,0,0,5,0,5,0,0,0,maven,False,open source,96,cf91467608f7a705496362b3140d7f5241d91a95,improvement,8,1,0,1,0,0
166,bjansen_swagger-schema-validator,2,2,12,12,3,3,4,4,5,5,0,0,maven,False,open source,117,c4d0b1d9c398b72f87fe56e26c7e9dcef78a57db,no improvement,8,0,0,0,0,0
168,Mixermachine_base-test,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,108,9ff0805e470db64f487f1ffb5220efc29a5274e7,no improvement,8,0,0,0,0,0
170,PGSSoft_HttpClientMock,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,72,7d0a27d9dff9470f1937595b2a9a5b0258729cd5,no improvement,11,0,0,0,0,0
138,berndruecker_camunda-7-springboot-amqp-microservice-cloud-example,11,7,327,146,24,13,135,68,145,57,23,8,maven,False,open source,2022,c1752727e685ef09eb5559a03e13de83dce57d7e,improvement,8,3,1,0,0,0
169,hazelcast_hazelcast-zookeeper,5,2,50,10,2,0,18,8,21,2,9,0,maven,False,open source,181,5388699e0062125c81fd06c0d8b5f044a6de9aab,improvement,8,0,5,0,0,0
171,dungba88_promise4j,1,0,6,0,1,0,2,0,1,0,2,0,maven,False,open source,121,68a8814ae6d5115bb060c839fd7bdaa02c58dd08,improvement,8,0,1,0,0,0
173,erupts_Linq.J,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,63,08389e953170590fb328a208c39fadcf33c03e00,no improvement,8,0,0,0,0,0
175,digitalfondue_npjt-extra,3,1,7,3,1,1,3,2,1,0,2,0,maven,False,open source,181,63ec2e0b2e7ab3909eaa9b4604e25f53dcb818aa,improvement,8,0,1,2,0,0
172,trinodb_tpcds,3,3,7,7,3,3,4,4,0,0,0,0,maven,False,open source,307,8a02abbba864feedc2afd078c8153d66a95bb2d4,no improvement,8,0,0,0,0,0
180,slack-samples_bolt-java-starter-template,4,1,7,1,1,0,5,1,1,0,0,0,maven,False,open source,213,623b2fe8a7a78b4e0b94f6bd67ac99a706b71d08,improvement,11,0,0,0,0,0
181,JourWon_httpclientutil,3,1,167,1,7,0,55,0,73,1,32,0,maven,False,open source,113,ffddf2126767a498023783fd02a40b590dd34d13,improvement,8,0,0,0,0,0
182,mfoo_libyear-maven-plugin,6,3,30,12,3,2,13,4,6,1,8,5,maven,False,open source,358,4f9bf3a8eac6f1614e0fe44795fcf339e6097f22,improvement,17,1,3,0,0,0
174,eh3rrera_graphql-java-spring-boot-example,13,10,429,292,39,33,178,119,177,122,35,18,maven,False,open source,1705,6e03098cd329a705ffd9e62211216034cee2ae4d,improvement,11,0,0,0,0,0
184,StefanoPenazzi_chameleonQuant,4,3,17,4,1,1,7,1,7,2,2,0,maven,False,open source,120,30d3820247963c5dbfbaa98d38e5d31cf74c3845,improvement,11,1,1,0,0,0
185,pnavais_state-machine,4,1,6,1,1,0,5,1,0,0,0,0,maven,False,open source,145,f72982e13716315534321fb2d07f5a22461f34f5,improvement,8,0,2,0,0,0
183,liyupi_sql-father-backend-public,13,11,449,274,33,22,167,94,203,128,46,30,maven,False,open source,984,57a00afb82a9546385f7cb6fd60ae20f6db058f4,improvement,8,7,0,3,0,0
186,meixuesong_aggregate-persistence,5,0,8,0,0,0,1,0,7,0,0,0,maven,False,open source,99,692371a515f0a645a03af97f17575c542f3307b3,improvement,8,0,5,0,0,0
187,nscuro_bradamsa-ng,3,0,3,0,0,0,1,0,2,0,0,0,maven,False,open source,104,fa92e5a8a3fd740482480585f781dbd2b6727cad,improvement,11,0,2,0,0,0
188,SonarSource_sonar-auth-github,4,1,23,19,1,1,14,12,8,6,0,0,maven,False,open source,136,dd8426512ea93abac41f57048cd98888b8df2466,improvement,8,1,2,0,0,0
190,cbartosiak_bson-codecs-jsr310,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,123,77e93441d009f194c7803765482dd4943754f0fd,no improvement,8,0,0,0,0,0
191,acm19_aws-request-signing-apache-interceptor,2,2,2,2,0,0,2,2,0,0,0,0,maven,False,open source,107,bc215560286c3cefa4165214a215ef53e9580a0c,no improvement,8,0,0,0,0,0
177,yifanzheng_spring-security-jwt,18,16,444,312,29,26,141,110,219,139,55,37,maven,False,open source,2357,896940412a1b0c084e32ed27bb5c0b82a606dbb6,improvement,8,0,0,0,0,0
192,mipo256_properties-maven-plugin,7,2,10,2,1,0,6,1,3,1,0,0,maven,False,open source,404,2ab2e8ebc17f3b39eafdd09d6c05f51221b1af17,improvement,11,0,1,5,0,0
197,balamaci_rxjava-walkthrough,1,0,1,0,0,0,1,0,0,0,0,0,maven,False,open source,71,584e36bf4e466da718ae4c1361bb6bcf3b17a41d,improvement,8,0,0,0,0,0
198,xujijun_spring-boot-101,15,2,357,2,40,1,150,0,157,1,10,0,maven,False,open source,159,34cb5830b344538c54f1ff0c609a1e6ca7785506,improvement,8,0,0,0,0,0
193,jitwxs_express-ssm,20,8,265,54,8,5,83,14,121,20,53,15,maven,False,open source,681,b47abd325e8aa0436555272d864c849e84c2218c,improvement,8,0,0,0,0,0
199,MrGraversen_rust-rcon,4,0,12,0,3,0,4,0,5,0,0,0,maven,False,open source,113,bb59d994fb410e6b913f7e33c3efd02084558f41,improvement,17,0,0,0,0,0
206,Diptonil_raging-coffee,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,73,1853b902f3e07bcb64d006ba9b9426590c6ce570,no improvement,8,0,0,0,0,0
207,ffissore_slf4j-fluent,2,1,14,1,4,1,4,0,6,0,0,0,maven,False,open source,108,9e216800389512affb4d56ba99c28a456e51ff1e,improvement,8,0,1,0,0,0
204,jitsi_jitsi-utils,1,1,1,1,0,0,1,1,0,0,0,0,maven,False,open source,413,3b921419c73fc31b1b17175044a66882e92910ae,no improvement,11,0,0,0,0,0
208,houbb_junitperf,1,0,2,0,1,0,1,0,0,0,0,0,maven,False,open source,96,953300951e6021fe8cdc3ec9630a00675f74db91,improvement,8,0,0,0,0,0
210,callicoder_java-snowflake,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,70,a166af56e24a01dd91d5787f0b85afd5091559c0,no improvement,8,0,0,0,0,0
176,altraman00_hrweb,19,17,417,375,22,22,139,119,196,177,60,57,maven,False,open source,4030,3256de32c6461b7ce532223cc4e515f2418fb557,improvement,8,0,0,0,0,0
215,davidmoten_rxjava2-http,2,1,4,1,0,0,2,1,2,0,0,0,maven,False,open source,124,84e274e0130e7df47c2dfaa3121813d1ae1fb76b,improvement,8,0,0,0,0,0
214,ericmedvet_2dhmsr,4,1,23,8,1,1,7,3,11,2,4,2,maven,False,open source,227,e569066524de4f8c58d6b241c5c5c6e52804e848,improvement,17,0,0,0,0,0
209,reljicd_spring-boot-blog,12,10,711,132,29,9,229,29,306,59,147,35,maven,False,open source,621,ad754f162b0140cc1f81bea8c8cc9e8a35ce4001,improvement,8,0,0,0,0,0
223,erikssommer_web-programming-spring,9,2,292,2,30,0,112,0,124,2,26,0,maven,False,open source,164,03d534940a68c7909cd1f5fc99aa52f0c548fe5e,improvement,17,0,0,0,0,0
224,gameontext_sample-room-java,2,0,14,0,0,0,4,0,6,0,4,0,maven,False,open source,168,e7aa20f4029fa1d72b6dca089440b7802bc3437c,improvement,8,0,0,0,0,0
225,rxp90_jsymspell,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,85,4b0218691c68c7267f8933f5e9cb12ee9a5b98fd,no improvement,8,0,0,0,0,0
216,nikfoundas_etcd-viewer,19,8,250,59,10,7,67,22,116,26,57,4,maven,False,open source,892,4fa9ab2f6c665b879ade3a2556c5e8f2a3978331,improvement,8,0,0,0,0,0
228,authorjapps_zerocode-hello-world,5,2,102,93,14,10,25,20,42,42,21,21,maven,False,open source,145,7f3c0e77370190e58aa40c5a683d949eb77e7168,improvement,8,0,0,0,0,0
226,mlieshoff_jcrapi,10,2,24,7,1,0,7,1,9,3,7,3,maven,False,open source,416,e93952199ca6b5ef3a6d98fa17ea75b98be65843,improvement,8,0,0,0,0,0
230,oswaldobapvicjr_junit-utils,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,126,ec62bdbde1ea2a41220381fe4823ee5c3ea7d55c,no improvement,8,0,0,0,0,0
232,EeeMt_phone-number-geo,1,0,1,0,0,0,1,0,0,0,0,0,maven,False,open source,129,94787116ab8a226c9624f90431ca9a76314369e8,improvement,8,0,0,0,0,0
238,rabobank_shadow-tool,1,0,2,0,1,0,1,0,0,0,0,0,maven,False,open source,123,0fe6247f7e809a173d953f1615bae917c303d7dc,improvement,17,0,0,0,0,0
237,aws_aws-secretsmanager-jdbc,3,1,14,1,2,0,9,1,3,0,0,0,maven,False,open source,218,f6021d0d56ebd686a44f3a398f9643fd196092ba,improvement,11,0,0,0,0,0
239,stickfigure_hattery,2,0,5,0,2,0,3,0,0,0,0,0,maven,False,open source,197,2a13e192443e9d8fe7a4dcd4c027797c7c571365,improvement,11,0,0,0,0,0
251,inejc_mcts,1,0,1,0,0,0,1,0,0,0,0,0,maven,False,open source,74,70443896e54978d02b3956f917c25800540aef96,improvement,8,0,0,0,0,0
229,systelab_seed-springboot,13,12,199,64,28,13,63,20,99,29,9,2,maven,False,open source,1148,f880a1ec8b2b0fb2318ab3f62e68fb60aa237a65,improvement,17,0,0,0,0,0
253,pramoth_specification-with-projection,5,5,150,150,15,15,65,65,59,59,11,11,maven,False,open source,1360,a8e1ea24309626b50136bceb1d7905bd9968c342,no improvement,8,0,0,0,0,0
196,sunnj_story-admin,18,18,549,548,33,33,164,166,277,275,75,74,maven,False,open source,5107,f21b27d16c8975f34fc4fd393f93cd8d107e228f,improvement,8,0,0,0,0,0
254,retest_recheck.cli,3,1,21,14,4,2,5,3,11,8,1,1,maven,False,open source,270,23fc8fe2d5b7405275a00acd83bf84b4879bf01b,improvement,8,0,2,0,0,0
255,SValentyn_Payment-Management-System,3,3,11,11,0,0,3,3,5,5,3,3,maven,False,open source,124,c829abbc78c77a0b2fcf40526b3ea1b3450dc88a,no improvement,8,0,0,0,0,0
256,q3769_semver-maven-plugin,2,1,5,4,1,1,3,2,0,0,1,1,maven,False,open source,141,39e54b42c133e193fa9bff41b56380e6675e07b2,improvement,17,0,0,0,0,0
257,ofpay_logback-mdc-ttl,4,0,6,0,2,0,2,0,2,0,0,0,maven,False,open source,100,fb4a2ed76612317cf97b2aa748b4371ad4428193,improvement,11,0,0,0,0,0
258,anomaly2104_lld-parking-lot,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,75,645cb63ad4189b06ee787cf64477b918f3541a1d,no improvement,8,0,0,0,0,0
252,alaions_whiteCat,9,9,338,338,25,25,131,131,135,135,47,47,maven,False,open source,2244,986639e59cb3a1ec7f921d0648032087cdb0a393,no improvement,8,0,0,0,0,0
261,vilasvarghese_docker-k8s,1,0,1,0,0,0,1,0,0,0,0,0,maven,False,open source,92,916294c8090a8c4983c5bd827c46c2cb9a6023ea,improvement,8,0,0,0,0,0
262,tmurakam_spring-session-ext-mongo,6,1,11,1,3,0,2,0,6,1,0,0,maven,False,open source,174,7ad924ab0a87a38d45f67ae7a228ce75b48a898e,improvement,17,0,0,0,0,0
259,flauberjp_g-evidences,5,1,35,8,2,0,17,7,13,1,3,0,maven,False,open source,621,90448baa6ea1c3f8285619e3ce23f93e0b4ec245,improvement,8,0,0,0,0,0
263,oswaldobapvicjr_performetrics,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,132,6508c067cd7c846fed00e1b07cf35ffbf5dcd03e,no improvement,11,0,0,0,0,0
264,ele-admin_EasyCaptcha,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,65,f6cb6062f55704661adffe8ad571bfff7412fc52,no improvement,8,0,0,0,0,0
265,reschke_structured-fields,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,80,30d51f79b79be221bd1f83527ff17cc84b971eff,no improvement,17,0,0,0,0,0
267,hazelcast_hazelcast-azure,3,1,45,6,7,0,15,0,18,3,5,3,maven,False,open source,199,ad2e380c0638dd122554a28f2f3a24894d4b9502,improvement,8,0,0,0,0,0
268,kifj_wildfly-logstash,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,71,b9d2d0ffa3ea16f79e0f73379a03b5fbc3d2e306,no improvement,8,0,0,0,0,0
269,omnifaces_omniutils,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,155,6d1220490deb8df55d3aa7dfeda939d590475acd,no improvement,11,0,0,0,0,0
266,cassiomolin_jersey-jwt,13,5,473,110,4,3,72,17,277,65,120,25,maven,False,open source,589,eb6bc8cbc3400ed75c733d7c4dccd3e7135c9aac,improvement,8,0,0,0,0,0
270,Pradyuman7_Algorithmics,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,99,8eac23b76fb4b7ca50396fa1b7af2f1f4c81a31b,no improvement,11,0,0,0,0,0
271,bonarc712_commonjong,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,79,3420ee1208aa9285f34a8c0bf560ac04f16d783a,no improvement,17,0,0,0,0,0
272,jbgust_jsrm,1,0,1,0,0,0,0,0,1,0,0,0,maven,False,open source,129,e3c3a8bd23142d444b7aacaca08dec590dcc80f7,improvement,17,0,0,0,0,0
275,coralblocks_CoralPool,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,109,dc2ea102d287df69eea0402bf89b6e017114c3ac,no improvement,17,0,0,0,0,0
274,making_retryable-client-http-request-interceptor,4,4,6,6,1,1,2,2,3,3,0,0,maven,False,open source,219,c02d8cedee3466263cc52c66cbe0003477be7b58,no improvement,17,0,0,0,0,0
280,arxila_atomichash,1,0,1,0,0,0,1,0,0,0,0,0,maven,False,open source,100,de96f49c07ee4310d449676bd4c02036f46ff74b,improvement,11,0,0,0,0,0
281,yusufyilmazfr_podcast4j,1,0,1,0,0,0,0,0,1,0,0,0,maven,False,open source,83,878f8d3cae3890ec390285054b29aeb583270d1b,improvement,11,0,0,0,0,0
260,MeftunH_find-out-my-loan,15,12,346,210,36,27,101,76,177,99,32,8,maven,False,open source,1773,fe2206024feb99beee1e7ea1f1802e5d2173610d,improvement,17,0,0,0,0,0
283,springframeworkguru_spring5-recipe-app,6,1,237,1,16,0,78,0,114,1,29,0,maven,False,open source,243,906e6308ddcd52a9b98b9a19c0d7b787f62e431b,improvement,8,0,0,0,0,0
279,jssaggu_springboot-tutorial,8,4,97,73,21,15,38,28,36,28,2,2,maven,False,open source,569,93adbe5a06493572778ec200c2b02eefbd180501,improvement,17,0,0,0,0,0
290,octavian-h_time-series-math,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,73,4fad82278e42307458a9faa46c2f13e2ac9816c6,no improvement,8,0,0,0,0,0
248,hehao98_MigrationHelper,21,10,415,235,27,30,183,100,178,95,27,10,maven,False,open source,5086,fdc7d2ab43006a19209349401c18b86094a2fef7,improvement,8,0,0,0,0,0
294,tballison_commoncrawl-fetcher-lite,8,5,12,7,0,0,7,5,0,0,5,2,maven,False,open source,280,5ea544a86003e7e20ca189e308aacde331734277,improvement,17,0,0,0,0,0
293,viz-centric_flair-commons,5,5,230,230,0,0,15,15,122,122,93,93,maven,False,open source,854,94b813dd41c50f5483612a40604455140ab7f109,no improvement,8,0,0,0,0,0
295,neilswainston_FragGenie,1,1,20,5,1,0,7,4,9,1,3,0,maven,False,open source,288,9d62a3216219a9d94e89131ba790576d96b708fb,improvement,8,0,0,0,0,0
296,ArtyomPanfutov_loan-amortization-calculator,4,0,25,0,4,0,8,0,13,0,0,0,maven,False,open source,143,74c5d4fa5b1de97048fed87e4748da54fb7d7acc,improvement,8,0,0,0,0,0
286,gitchennan_elasticsearch-analysis-lc-pinyin,3,2,27,24,1,1,19,17,7,6,0,0,maven,False,open source,1244,55392c7ebe7892612ead673369dae4da781d06d6,improvement,8,0,0,0,0,0
298,viadee_javaAnchorExplainer,3,0,3,0,0,0,2,0,0,0,1,0,maven,False,open source,156,e027aaf6863d73681144aadbd4006487550b3242,improvement,8,0,0,0,0,0
300,JordanSamhi_AndroSpecter,4,3,10,8,1,1,1,1,8,6,0,0,maven,False,open source,200,e4bee00f0f8243cc818cdc93949cedecabcc2f8e,improvement,8,0,0,0,0,0
282,wkrzywiec_NoticeBoard,13,8,320,191,21,15,114,86,146,77,39,13,maven,False,open source,1973,277050107a39d936220b0fe2a5163d4fa4d1d9f2,improvement,11,0,0,0,0,0
301,bertique_SonosOneDriveServer,10,1,76,4,9,2,26,2,28,0,13,0,maven,False,open source,296,5c8a0746f945394775a85faaad7644a06e43b1be,improvement,17,0,0,0,0,0
303,sahaRatul_sela-java,1,0,1,0,0,0,1,0,0,0,0,0,maven,False,open source,85,3fa9af60851d5efc01e1977c70deda7b7d254768,improvement,11,0,0,0,0,0
302,jonashackt_spring-reactive-redis-messaging,6,3,94,6,13,3,46,2,34,1,1,0,maven,False,open source,215,4e81e8d0a536935ff6d6f8b4a0c10c11b228c4cc,improvement,8,0,0,0,0,0
305,springframeworkguru_gof,2,1,40,1,3,0,17,0,17,1,3,0,maven,False,open source,108,d4a4f8ecb79a46fa9dd43a733425354a3e19c6b2,improvement,8,0,0,0,0,0
306,slipegg_LGDCloudSim,2,0,5,0,2,0,3,0,0,0,0,0,maven,False,open source,95,09e50efd4a1c04a48b04fac88dcf96258d43c9cf,improvement,17,0,0,0,0,0
308,volodya-lombrozo_jsmith,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,72,f6d27ac2ce3ce4416c81d24ae7f6b77958320168,no improvement,11,0,0,0,0,0
307,ZimoLoveShuang_wisedu-unified-login-api,9,7,251,81,16,9,84,35,116,33,35,4,maven,False,open source,572,2bf5bca2b90bb965c04f4a42f06bb3eb1688df30,improvement,8,0,0,0,0,0
315,webperside_course-erp-backend,11,9,163,78,26,14,56,26,75,34,6,4,maven,False,open source,852,25caceabbf28e9a4668d7985569bf3f84ef99484,improvement,17,0,0,0,0,0
316,oxctl_spring-security-lti13,6,6,41,41,5,5,22,22,12,12,2,2,maven,False,open source,667,e6f380caf88789daee764c7b149a33d74ee635a6,no improvement,17,0,0,0,0,0
314,FlowingCode_XTermConsoleAddon,3,3,41,16,4,1,20,10,16,5,1,0,maven,False,open source,1068,ea4b326e7540a7b6fb4e2f14933893d7aa28d63c,improvement,17,0,0,0,0,0
317,aws-cloudformation_cloudformation-template-schema,4,0,5,0,0,0,1,0,4,0,0,0,maven,False,open source,259,5d7815b14fd533c15c30f9046a76cdcb89afd32a,improvement,8,0,0,0,0,0
318,ASSERT-KTH_deptrim,10,4,50,33,4,3,16,9,17,11,13,10,maven,False,open source,232,15dd1c97d2b3f7a0f27541d13657116fb4da6b63,improvement,11,0,0,0,0,0
297,futureGroup2017_index-evaluation,11,10,314,272,24,24,122,99,138,122,30,27,maven,False,open source,2402,be2eb46342c4e54d8f8aec4be324f0a9a59a6f87,improvement,8,0,0,0,0,0
328,spotify_annoy-java,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,97,aef275bd5b872b0931bde557bf8627c0476246af,no improvement,8,0,0,0,0,0
319,648540858_wvp-pro-assist,8,8,149,112,15,10,67,52,62,46,5,4,maven,False,open source,1090,6a8b3ffb005547ad59afe22af15e0008e3fdf58c,improvement,8,0,0,0,0,0
322,sef-global_scholarx-backend-v1,19,10,529,101,42,14,211,41,219,38,57,8,maven,False,open source,1429,022bfbd29d9d534a75cca8feb8ccf8d45643e85a,improvement,8,0,0,0,0,0
335,dropwizard_dropwizard-redis,4,3,11,10,2,2,7,7,2,1,0,0,maven,False,open source,267,420d22b093e8b78539ba2bdffd403bfc33517f69,improvement,17,0,0,0,0,0
336,fcrepo-exts_migration-utils,7,6,30,29,3,3,12,12,14,13,1,1,maven,False,open source,1091,e8610b56717c0d354768b44a30a44463ae78206a,improvement,11,0,0,0,0,0
333,rpeleias-v1_personapi_digital_innovation_one,6,6,195,161,16,12,83,66,83,71,13,12,maven,False,open source,2113,ced092672ced99238e28ab319f4284bf68e391d0,improvement,11,0,0,0,0,0
337,MyCATApache_Mycat-NIO,1,0,7,0,1,0,2,0,1,0,3,0,maven,False,open source,92,46f7f2cb26336191fa10c32883fef8c0cd761047,improvement,8,0,0,0,0,0
338,cryptomator_integrations-api,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,96,a39c129c407b7b01671683df39ca2f9396e20a3f,no improvement,17,0,0,0,0,0
339,Natural-Intelligence_openLineage-openMetadata-transporter,4,0,13,0,1,0,5,0,7,0,0,0,maven,False,open source,172,a57923c73da8ea74cd65b5d1da13c6ee539812a5,improvement,8,0,0,0,0,0
327,yashi-soft_SardinePanel_Server,26,15,573,358,37,25,212,134,246,156,78,43,maven,False,open source,3012,c16456588ca7e88f78eeec60a6df68549a92e50a,improvement,8,0,0,0,0,0
346,superaghu_LeetCodeLocally,2,0,18,0,1,0,11,0,6,0,0,0,maven,False,open source,165,8c5079ad09ed4d4a90c012791c6b0f6ca4fd9ece,improvement,8,0,0,0,0,0
345,cardpay_java-sdk-v3,8,1,30,12,3,1,17,8,10,3,0,0,maven,False,open source,257,c1de253109fe8f4b1d67c4c95498afa7552f9d66,improvement,8,0,0,0,0,0
347,youngmonkeys_game-box,2,2,8,4,4,2,4,2,0,0,0,0,maven,False,open source,274,3daa5520460d08476d9016d95e942a1de5cb495c,improvement,8,0,0,0,0,0
334,htmfilho_digger,10,9,241,240,22,22,93,93,105,104,21,21,maven,False,open source,2808,9c92a4ba13671d17566e58a5c5b3f68e27e61360,improvement,11,0,0,0,0,0
